District,Year,Offence Group,Total Number of Offences
Regional WA Region,12,Damage,8347.0
Regional WA Region,12,Deprivation of Liberty,65.0
Regional WA Region,12,Driving Causing Death,25.0
Regional WA Region,12,Drug Dealing,435.0
Regional WA Region,12,Drug Possession,2819.0
Regional WA Region,12,Forgery,61.0
Regional WA Region,12,Fraud (Credit Card),0.0
Regional WA Region,12,Fraud (Not Elsewhere Classified),5172.0
Regional WA Region,12,Graffiti,778.0
Regional WA Region,12,Kidnapping / Child Stealing,0.0
Regional WA Region,12,Manslaughter,4.0
Regional WA Region,12,Murder,13.0
Regional WA Region,12,Non-Assaultive Sexual Offences,148.0
Regional WA Region,12,Other Drug Offences,61.0
Regional WA Region,12,Other Fire Related Offences,7.0
Regional WA Region,12,Possess Stolen Property,361.0
Regional WA Region,12,Possess Weapon to Cause Fear (Family),118.0
Regional WA Region,12,Possess Weapon to Cause Fear (Non-Family),352.0
Regional WA Region,12,Possession of Drug Paraphernalia,2100.0
Regional WA Region,12,Receiving Stolen Property,207.0
Regional WA Region,12,Regulated Weapons Offences,776.0
Regional WA Region,12,Robbery (Business),22.0
Regional WA Region,12,Robbery (Non-Business),133.0
Regional WA Region,12,Serious Assault (Family),1300.0
Regional WA Region,12,Serious Assault (Non-Family),1057.0
Regional WA Region,12,Sexual Assault,863.0
Regional WA Region,12,Stealing (Not Elsewhere Classified),14074.0
Regional WA Region,12,Stealing From Dwelling,0.0
Regional WA Region,12,Stealing From Motor Vehicle (Contents or Parts),0.0
Regional WA Region,12,Stealing From Other Premises or Place,0.0
Regional WA Region,12,Stealing From Retail Premises (Shoplift),0.0
Regional WA Region,12,Stealing as a Servant,125.0
Regional WA Region,12,Stealing of Motor Vehicle,1679.0
Regional WA Region,12,Threatening Behaviour (Family),218.0
Regional WA Region,12,Threatening Behaviour (Non-Family),330.0
Regional WA Region,13,Assault Police Officer,378.0
Regional WA Region,13,Attempted / Conspiracy to Murder,1.0
Regional WA Region,13,Breach of Family Violence Restraint Order,1320.0
Regional WA Region,13,Breach of Police Order,806.0
Regional WA Region,13,Breach of Violence Restraint Order,403.0
Regional WA Region,13,Burglary (Dwelling),4611.0
Regional WA Region,13,Burglary (Non-Dwelling),2538.0
Regional WA Region,13,Cause Bushfire,69.0
Regional WA Region,13,Cause Damage by Fire,312.0
Regional WA Region,13,Common Assault (Family),3935.0
Regional WA Region,13,Common Assault (Non-Family),1789.0
Regional WA Region,13,Criminal Damage,1780.0
Regional WA Region,13,Cultivate or Manufacture Drugs,457.0
Regional WA Region,13,Damage,7953.0
Regional WA Region,13,Deprivation of Liberty,54.0
Regional WA Region,13,Driving Causing Death,23.0
Regional WA Region,13,Drug Dealing,511.0
Regional WA Region,13,Drug Possession,3354.0
Regional WA Region,13,Forgery,55.0
Regional WA Region,13,Fraud (Credit Card),0.0
Regional WA Region,13,Fraud (Not Elsewhere Classified),5623.0
Regional WA Region,13,Graffiti,719.0
Regional WA Region,13,Kidnapping / Child Stealing,1.0
Regional WA Region,13,Manslaughter,1.0
Regional WA Region,13,Murder,9.0
Regional WA Region,13,Non-Assaultive Sexual Offences,247.0
Regional WA Region,13,Other Drug Offences,59.0
Regional WA Region,13,Other Fire Related Offences,8.0
Regional WA Region,13,Possess Stolen Property,409.0
Regional WA Region,13,Possess Weapon to Cause Fear (Family),193.0
Regional WA Region,13,Possess Weapon to Cause Fear (Non-Family),356.0
Regional WA Region,13,Possession of Drug Paraphernalia,2512.0
Regional WA Region,13,Receiving Stolen Property,200.0
Regional WA Region,13,Regulated Weapons Offences,889.0
Regional WA Region,13,Robbery (Business),19.0
Regional WA Region,13,Robbery (Non-Business),144.0
Regional WA Region,13,Serious Assault (Family),1452.0
Regional WA Region,13,Serious Assault (Non-Family),1104.0
Regional WA Region,13,Sexual Assault,1060.0
Regional WA Region,13,Stealing (Not Elsewhere Classified),13745.0
Regional WA Region,13,Stealing From Dwelling,0.0
Regional WA Region,13,Stealing From Motor Vehicle (Contents or Parts),0.0
Regional WA Region,13,Stealing From Other Premises or Place,0.0
Regional WA Region,13,Stealing From Retail Premises (Shoplift),0.0
Regional WA Region,13,Stealing as a Servant,90.0
Regional WA Region,13,Stealing of Motor Vehicle,1694.0
Regional WA Region,13,Threatening Behaviour (Family),369.0
Regional WA Region,13,Threatening Behaviour (Non-Family),282.0
Regional WA Region,14,Assault Police Officer,344.0
Regional WA Region,14,Attempted / Conspiracy to Murder,1.0
Regional WA Region,14,Breach of Family Violence Restraint Order,1464.0
Regional WA Region,14,Breach of Police Order,801.0
Regional WA Region,14,Breach of Violence Restraint Order,337.0
Regional WA Region,14,Burglary (Dwelling),5424.0
Regional WA Region,14,Burglary (Non-Dwelling),2602.0
Regional WA Region,14,Cause Bushfire,102.0
Regional WA Region,14,Cause Damage by Fire,311.0
Regional WA Region,14,Common Assault (Family),3943.0
Regional WA Region,14,Common Assault (Non-Family),1754.0
Regional WA Region,14,Criminal Damage,2005.0
Regional WA Region,14,Cultivate or Manufacture Drugs,515.0
Regional WA Region,14,Damage,7468.0
Regional WA Region,14,Deprivation of Liberty,50.0
Regional WA Region,14,Driving Causing Death,22.0
Regional WA Region,14,Drug Dealing,659.0
Regional WA Region,14,Drug Possession,4264.0
Regional WA Region,14,Forgery,20.0
Regional WA Region,14,Fraud (Credit Card),0.0
Regional WA Region,14,Fraud (Not Elsewhere Classified),3630.0
Regional WA Region,14,Graffiti,453.0
Regional WA Region,14,Kidnapping / Child Stealing,5.0
Regional WA Region,14,Manslaughter,1.0
Regional WA Region,14,Murder,15.0
Regional WA Region,14,Non-Assaultive Sexual Offences,254.0
Regional WA Region,14,Other Drug Offences,70.0
Regional WA Region,14,Other Fire Related Offences,24.0
Regional WA Region,14,Possess Stolen Property,589.0
Regional WA Region,14,Possess Weapon to Cause Fear (Family),149.0
Regional WA Region,14,Possess Weapon to Cause Fear (Non-Family),457.0
Regional WA Region,14,Possession of Drug Paraphernalia,3477.0
Regional WA Region,14,Receiving Stolen Property,223.0
Regional WA Region,14,Regulated Weapons Offences,1230.0
Regional WA Region,14,Robbery (Business),22.0
Regional WA Region,14,Robbery (Non-Business),128.0
Regional WA Region,14,Serious Assault (Family),1355.0
Regional WA Region,14,Serious Assault (Non-Family),1239.0
Regional WA Region,14,Sexual Assault,1054.0
Regional WA Region,14,Stealing (Not Elsewhere Classified),13948.0
Regional WA Region,14,Stealing From Dwelling,0.0
Regional WA Region,14,Stealing From Motor Vehicle (Contents or Parts),0.0
Regional WA Region,14,Stealing From Other Premises or Place,0.0
Regional WA Region,14,Stealing From Retail Premises (Shoplift),0.0
Regional WA Region,14,Stealing as a Servant,104.0
Regional WA Region,14,Stealing of Motor Vehicle,1600.0
Regional WA Region,14,Threatening Behaviour (Family),327.0
Regional WA Region,14,Threatening Behaviour (Non-Family),370.0
Regional WA Region,15,Assault Police Officer,306.0
Regional WA Region,15,Attempted / Conspiracy to Murder,1.0
Regional WA Region,15,Breach of Family Violence Restraint Order,1792.0
Regional WA Region,15,Breach of Police Order,1015.0
Regional WA Region,15,Breach of Violence Restraint Order,347.0
Regional WA Region,15,Burglary (Dwelling),5892.0
Regional WA Region,15,Burglary (Non-Dwelling),2794.0
Regional WA Region,15,Cause Bushfire,103.0
Regional WA Region,15,Cause Damage by Fire,286.0
Regional WA Region,15,Common Assault (Family),4367.0
Regional WA Region,15,Common Assault (Non-Family),1712.0
Regional WA Region,15,Criminal Damage,2104.0
Regional WA Region,15,Cultivate or Manufacture Drugs,487.0
Regional WA Region,15,Damage,7851.0
Regional WA Region,15,Deprivation of Liberty,52.0
Regional WA Region,15,Driving Causing Death,24.0
Regional WA Region,15,Drug Dealing,962.0
Regional WA Region,15,Drug Possession,4780.0
Regional WA Region,15,Forgery,21.0
Regional WA Region,15,Fraud (Credit Card),0.0
Regional WA Region,15,Fraud (Not Elsewhere Classified),4615.0
Regional WA Region,15,Graffiti,381.0
Regional WA Region,15,Kidnapping / Child Stealing,2.0
Regional WA Region,15,Manslaughter,4.0
Regional WA Region,15,Murder,9.0
Regional WA Region,15,Non-Assaultive Sexual Offences,321.0
Regional WA Region,15,Other Drug Offences,133.0
Regional WA Region,15,Other Fire Related Offences,23.0
Regional WA Region,15,Possess Stolen Property,725.0
Regional WA Region,15,Possess Weapon to Cause Fear (Family),189.0
Regional WA Region,15,Possess Weapon to Cause Fear (Non-Family),484.0
Regional WA Region,15,Possession of Drug Paraphernalia,3997.0
Regional WA Region,15,Receiving Stolen Property,164.0
Regional WA Region,15,Regulated Weapons Offences,1168.0
Regional WA Region,15,Robbery (Business),29.0
Regional WA Region,15,Robbery (Non-Business),125.0
Regional WA Region,15,Serious Assault (Family),1544.0
Regional WA Region,15,Serious Assault (Non-Family),1144.0
Regional WA Region,15,Sexual Assault,1061.0
Regional WA Region,15,Stealing (Not Elsewhere Classified),15202.0
Regional WA Region,15,Stealing From Dwelling,0.0
Regional WA Region,15,Stealing From Motor Vehicle (Contents or Parts),0.0
Regional WA Region,15,Stealing From Other Premises or Place,0.0
Regional WA Region,15,Stealing From Retail Premises (Shoplift),0.0
Regional WA Region,15,Stealing as a Servant,73.0
Regional WA Region,15,Stealing of Motor Vehicle,1727.0
Regional WA Region,15,Threatening Behaviour (Family),380.0
Regional WA Region,15,Threatening Behaviour (Non-Family),295.0
Regional WA Region,16,Assault Police Officer,375.0
Regional WA Region,16,Attempted / Conspiracy to Murder,5.0
Regional WA Region,16,Breach of Family Violence Restraint Order,2316.0
Regional WA Region,16,Breach of Police Order,1110.0
Regional WA Region,16,Breach of Violence Restraint Order,342.0
Regional WA Region,16,Burglary (Dwelling),5881.0
Regional WA Region,16,Burglary (Non-Dwelling),3186.0
Regional WA Region,16,Cause Bushfire,65.0
Regional WA Region,16,Cause Damage by Fire,240.0
Regional WA Region,16,Common Assault (Family),5614.0
Regional WA Region,16,Common Assault (Non-Family),1788.0
Regional WA Region,16,Criminal Damage,2301.0
Regional WA Region,16,Cultivate or Manufacture Drugs,410.0
Regional WA Region,16,Damage,8323.0
Regional WA Region,16,Deprivation of Liberty,59.0
Regional WA Region,16,Driving Causing Death,16.0
Regional WA Region,16,Drug Dealing,1049.0
Regional WA Region,16,Drug Possession,5439.0
Regional WA Region,16,Forgery,50.0
Regional WA Region,16,Fraud (Credit Card),0.0
Regional WA Region,16,Fraud (Not Elsewhere Classified),3860.0
Regional WA Region,16,Graffiti,363.0
Regional WA Region,16,Kidnapping / Child Stealing,3.0
Regional WA Region,16,Manslaughter,4.0
Regional WA Region,16,Murder,6.0
Regional WA Region,16,Non-Assaultive Sexual Offences,507.0
Regional WA Region,16,Other Drug Offences,110.0
Regional WA Region,16,Other Fire Related Offences,12.0
Regional WA Region,16,Possess Stolen Property,780.0
Regional WA Region,16,Possess Weapon to Cause Fear (Family),229.0
Regional WA Region,16,Possess Weapon to Cause Fear (Non-Family),527.0
Regional WA Region,16,Possession of Drug Paraphernalia,4223.0
Regional WA Region,16,Receiving Stolen Property,169.0
Regional WA Region,16,Regulated Weapons Offences,1322.0
Regional WA Region,16,Robbery (Business),19.0
Regional WA Region,16,Robbery (Non-Business),147.0
Regional WA Region,16,Serious Assault (Family),1762.0
Regional WA Region,16,Serious Assault (Non-Family),1152.0
Regional WA Region,16,Sexual Assault,1127.0
Regional WA Region,16,Stealing (Not Elsewhere Classified),15146.0
Regional WA Region,16,Stealing From Dwelling,0.0
Regional WA Region,16,Stealing From Motor Vehicle (Contents or Parts),0.0
Regional WA Region,16,Stealing From Other Premises or Place,0.0
Regional WA Region,16,Stealing From Retail Premises (Shoplift),0.0
Regional WA Region,16,Stealing as a Servant,95.0
Regional WA Region,16,Stealing of Motor Vehicle,1792.0
Regional WA Region,16,Threatening Behaviour (Family),652.0
Regional WA Region,16,Threatening Behaviour (Non-Family),326.0
Regional WA Region,17,Assault Police Officer,432.0
Regional WA Region,17,Attempted / Conspiracy to Murder,2.0
Regional WA Region,17,Breach of Family Violence Restraint Order,2001.0
Regional WA Region,17,Breach of Police Order,1169.0
Regional WA Region,17,Breach of Violence Restraint Order,274.0
Regional WA Region,17,Burglary (Dwelling),6306.0
Regional WA Region,17,Burglary (Non-Dwelling),2757.0
Regional WA Region,17,Cause Bushfire,80.0
Regional WA Region,17,Cause Damage by Fire,290.0
Regional WA Region,17,Common Assault (Family),5599.0
Regional WA Region,17,Common Assault (Non-Family),1833.0
Regional WA Region,17,Criminal Damage,2220.0
Regional WA Region,17,Cultivate or Manufacture Drugs,319.0
Regional WA Region,17,Damage,7738.0
Regional WA Region,17,Deprivation of Liberty,58.0
Regional WA Region,17,Driving Causing Death,27.0
Regional WA Region,17,Drug Dealing,1149.0
Regional WA Region,17,Drug Possession,4625.0
Regional WA Region,17,Forgery,40.0
Regional WA Region,17,Fraud (Credit Card),1060.0
Regional WA Region,17,Fraud (Not Elsewhere Classified),1758.0
Regional WA Region,17,Graffiti,425.0
Regional WA Region,17,Kidnapping / Child Stealing,2.0
Regional WA Region,17,Manslaughter,6.0
Regional WA Region,17,Murder,8.0
Regional WA Region,17,Non-Assaultive Sexual Offences,413.0
Regional WA Region,17,Other Drug Offences,152.0
Regional WA Region,17,Other Fire Related Offences,20.0
Regional WA Region,17,Possess Stolen Property,715.0
Regional WA Region,17,Possess Weapon to Cause Fear (Family),256.0
Regional WA Region,17,Possess Weapon to Cause Fear (Non-Family),484.0
Regional WA Region,17,Possession of Drug Paraphernalia,3692.0
Regional WA Region,17,Receiving Stolen Property,154.0
Regional WA Region,17,Regulated Weapons Offences,1082.0
Regional WA Region,17,Robbery (Business),25.0
Regional WA Region,17,Robbery (Non-Business),146.0
Regional WA Region,17,Serious Assault (Family),1724.0
Regional WA Region,17,Serious Assault (Non-Family),1304.0
Regional WA Region,17,Sexual Assault,1360.0
Regional WA Region,17,Stealing (Not Elsewhere Classified),6832.0
Regional WA Region,17,Stealing From Dwelling,1857.0
Regional WA Region,17,Stealing From Motor Vehicle (Contents or Parts),1959.0
Regional WA Region,17,Stealing From Other Premises or Place,2574.0
Regional WA Region,17,Stealing From Retail Premises (Shoplift),1265.0
Regional WA Region,17,Stealing as a Servant,87.0
Regional WA Region,17,Stealing of Motor Vehicle,1682.0
Regional WA Region,17,Threatening Behaviour (Family),731.0
Regional WA Region,17,Threatening Behaviour (Non-Family),393.0
Regional WA Region,18,Assault Police Officer,346.0
Regional WA Region,18,Attempted / Conspiracy to Murder,6.0
Regional WA Region,18,Breach of Family Violence Restraint Order,2287.0
Regional WA Region,18,Breach of Police Order,1197.0
Regional WA Region,18,Breach of Violence Restraint Order,286.0
Regional WA Region,18,Burglary (Dwelling),5543.0
Regional WA Region,18,Burglary (Non-Dwelling),2478.0
Regional WA Region,18,Cause Bushfire,108.0
Regional WA Region,18,Cause Damage by Fire,267.0
Regional WA Region,18,Common Assault (Family),5818.0
Regional WA Region,18,Common Assault (Non-Family),1731.0
Regional WA Region,18,Criminal Damage,1939.0
Regional WA Region,18,Cultivate or Manufacture Drugs,354.0
Regional WA Region,18,Damage,6599.0
Regional WA Region,18,Deprivation of Liberty,44.0
Regional WA Region,18,Driving Causing Death,25.0
Regional WA Region,18,Drug Dealing,1795.0
Regional WA Region,18,Drug Possession,4520.0
Regional WA Region,18,Forgery,24.0
Regional WA Region,18,Fraud (Credit Card),2500.0
Regional WA Region,18,Fraud (Not Elsewhere Classified),663.0
Regional WA Region,18,Graffiti,405.0
Regional WA Region,18,Kidnapping / Child Stealing,3.0
Regional WA Region,18,Manslaughter,1.0
Regional WA Region,18,Murder,14.0
Regional WA Region,18,Non-Assaultive Sexual Offences,366.0
Regional WA Region,18,Other Drug Offences,329.0
Regional WA Region,18,Other Fire Related Offences,19.0
Regional WA Region,18,Possess Stolen Property,749.0
Regional WA Region,18,Possess Weapon to Cause Fear (Family),263.0
Regional WA Region,18,Possess Weapon to Cause Fear (Non-Family),459.0
Regional WA Region,18,Possession of Drug Paraphernalia,3611.0
Regional WA Region,18,Receiving Stolen Property,148.0
Regional WA Region,18,Regulated Weapons Offences,1496.0
Regional WA Region,18,Robbery (Business),7.0
Regional WA Region,18,Robbery (Non-Business),139.0
Regional WA Region,18,Serious Assault (Family),1816.0
Regional WA Region,18,Serious Assault (Non-Family),1213.0
Regional WA Region,18,Sexual Assault,1282.0
Regional WA Region,18,Stealing (Not Elsewhere Classified),0.0
Regional WA Region,18,Stealing From Dwelling,3043.0
Regional WA Region,18,Stealing From Motor Vehicle (Contents or Parts),3490.0
Regional WA Region,18,Stealing From Other Premises or Place,4304.0
Regional WA Region,18,Stealing From Retail Premises (Shoplift),2299.0
Regional WA Region,18,Stealing as a Servant,93.0
Regional WA Region,18,Stealing of Motor Vehicle,1640.0
Regional WA Region,18,Threatening Behaviour (Family),728.0
Regional WA Region,18,Threatening Behaviour (Non-Family),412.0
Regional WA Region,19,Assault Police Officer,364.0
Regional WA Region,19,Attempted / Conspiracy to Murder,3.0
Regional WA Region,19,Breach of Family Violence Restraint Order,2635.0
Regional WA Region,19,Breach of Police Order,1208.0
Regional WA Region,19,Breach of Violence Restraint Order,212.0
Regional WA Region,19,Burglary (Dwelling),5854.0
Regional WA Region,19,Burglary (Non-Dwelling),2505.0
Regional WA Region,19,Cause Bushfire,96.0
Regional WA Region,19,Cause Damage by Fire,270.0
Regional WA Region,19,Common Assault (Family),6102.0
Regional WA Region,19,Common Assault (Non-Family),1876.0
Regional WA Region,19,Criminal Damage,1802.0
Regional WA Region,19,Cultivate or Manufacture Drugs,341.0
Regional WA Region,19,Damage,6894.0
Regional WA Region,19,Deprivation of Liberty,52.0
Regional WA Region,19,Driving Causing Death,19.0
Regional WA Region,19,Drug Dealing,1139.0
Regional WA Region,19,Drug Possession,4320.0
Regional WA Region,19,Forgery,23.0
Regional WA Region,19,Fraud (Credit Card),2288.0
Regional WA Region,19,Fraud (Not Elsewhere Classified),478.0
Regional WA Region,19,Graffiti,358.0
Regional WA Region,19,Kidnapping / Child Stealing,5.0
Regional WA Region,19,Manslaughter,2.0
Regional WA Region,19,Murder,8.0
Regional WA Region,19,Non-Assaultive Sexual Offences,302.0
Regional WA Region,19,Other Drug Offences,226.0
Regional WA Region,19,Other Fire Related Offences,11.0
Regional WA Region,19,Possess Stolen Property,765.0
Regional WA Region,19,Possess Weapon to Cause Fear (Family),307.0
Regional WA Region,19,Possess Weapon to Cause Fear (Non-Family),498.0
Regional WA Region,19,Possession of Drug Paraphernalia,3349.0
Regional WA Region,19,Receiving Stolen Property,100.0
Regional WA Region,19,Regulated Weapons Offences,1297.0
Regional WA Region,19,Robbery (Business),19.0
Regional WA Region,19,Robbery (Non-Business),159.0
Regional WA Region,19,Serious Assault (Family),1942.0
Regional WA Region,19,Serious Assault (Non-Family),1210.0
Regional WA Region,19,Sexual Assault,1169.0
Regional WA Region,19,Stealing (Not Elsewhere Classified),0.0
Regional WA Region,19,Stealing From Dwelling,3104.0
Regional WA Region,19,Stealing From Motor Vehicle (Contents or Parts),3428.0
Regional WA Region,19,Stealing From Other Premises or Place,4414.0
Regional WA Region,19,Stealing From Retail Premises (Shoplift),2369.0
Regional WA Region,19,Stealing as a Servant,64.0
Regional WA Region,19,Stealing of Motor Vehicle,1667.0
Regional WA Region,19,Threatening Behaviour (Family),802.0
Regional WA Region,19,Threatening Behaviour (Non-Family),367.0
Regional WA Region,20,Assault Police Officer,96.0
Regional WA Region,20,Attempted / Conspiracy to Murder,2.0
Regional WA Region,20,Breach of Family Violence Restraint Order,652.0
Regional WA Region,20,Breach of Police Order,276.0
Regional WA Region,20,Breach of Violence Restraint Order,63.0
Regional WA Region,20,Burglary (Dwelling),1519.0
Regional WA Region,20,Burglary (Non-Dwelling),649.0
Regional WA Region,20,Cause Bushfire,18.0
Regional WA Region,20,Cause Damage by Fire,68.0
Regional WA Region,20,Common Assault (Family),1725.0
Regional WA Region,20,Common Assault (Non-Family),476.0
Regional WA Region,20,Criminal Damage,470.0
Regional WA Region,20,Cultivate or Manufacture Drugs,97.0
Regional WA Region,20,Damage,1810.0
Regional WA Region,20,Deprivation of Liberty,17.0
Regional WA Region,20,Driving Causing Death,5.0
Regional WA Region,20,Drug Dealing,180.0
Regional WA Region,20,Drug Possession,938.0
Regional WA Region,20,Forgery,5.0
Regional WA Region,20,Fraud (Credit Card),511.0
Regional WA Region,20,Fraud (Not Elsewhere Classified),49.0
Regional WA Region,20,Graffiti,72.0
Regional WA Region,20,Kidnapping / Child Stealing,2.0
Regional WA Region,20,Manslaughter,0.0
Regional WA Region,20,Murder,1.0
Regional WA Region,20,Non-Assaultive Sexual Offences,72.0
Regional WA Region,20,Other Drug Offences,42.0
Regional WA Region,20,Other Fire Related Offences,2.0
Regional WA Region,20,Possess Stolen Property,161.0
Regional WA Region,20,Possess Weapon to Cause Fear (Family),86.0
Regional WA Region,20,Possess Weapon to Cause Fear (Non-Family),141.0
Regional WA Region,20,Possession of Drug Paraphernalia,728.0
Regional WA Region,20,Receiving Stolen Property,17.0
Regional WA Region,20,Regulated Weapons Offences,202.0
Regional WA Region,20,Robbery (Business),1.0
Regional WA Region,20,Robbery (Non-Business),33.0
Regional WA Region,20,Serious Assault (Family),586.0
Regional WA Region,20,Serious Assault (Non-Family),345.0
Regional WA Region,20,Sexual Assault,236.0
Regional WA Region,20,Stealing (Not Elsewhere Classified),0.0
Regional WA Region,20,Stealing From Dwelling,834.0
Regional WA Region,20,Stealing From Motor Vehicle (Contents or Parts),743.0
Regional WA Region,20,Stealing From Other Premises or Place,1097.0
Regional WA Region,20,Stealing From Retail Premises (Shoplift),597.0
Regional WA Region,20,Stealing as a Servant,14.0
Regional WA Region,20,Stealing of Motor Vehicle,397.0
Regional WA Region,20,Threatening Behaviour (Family),226.0
Regional WA Region,20,Threatening Behaviour (Non-Family),105.0
South West District,10,Assault Police Officer,38.0
South West District,10,Attempted / Conspiracy to Murder,0.0
South West District,10,Breach of Family Violence Restraint Order,286.0
South West District,10,Breach of Police Order,44.0
South West District,10,Breach of Violence Restraint Order,144.0
South West District,10,Burglary (Dwelling),948.0
South West District,10,Burglary (Non-Dwelling),513.0
South West District,10,Cause Bushfire,21.0
South West District,10,Cause Damage by Fire,78.0
South West District,10,Common Assault (Family),294.0
South West District,10,Common Assault (Non-Family),406.0
South West District,10,Criminal Damage,223.0
South West District,10,Cultivate or Manufacture Drugs,212.0
South West District,10,Damage,2075.0
South West District,10,Deprivation of Liberty,7.0
South West District,10,Driving Causing Death,8.0
South West District,10,Drug Dealing,101.0
South West District,10,Drug Possession,676.0
South West District,10,Forgery,26.0
South West District,10,Fraud (Credit Card),0.0
South West District,10,Fraud (Not Elsewhere Classified),235.0
South West District,10,Graffiti,568.0
South West District,10,Kidnapping / Child Stealing,0.0
South West District,10,Manslaughter,0.0
South West District,10,Murder,0.0
South West District,10,Non-Assaultive Sexual Offences,74.0
South West District,10,Other Drug Offences,6.0
South West District,10,Other Fire Related Offences,0.0
South West District,10,Possess Stolen Property,50.0
South West District,10,Possess Weapon to Cause Fear (Family),9.0
South West District,10,Possess Weapon to Cause Fear (Non-Family),71.0
South West District,10,Possession of Drug Paraphernalia,434.0
South West District,10,Receiving Stolen Property,41.0
South West District,10,Regulated Weapons Offences,128.0
South West District,10,Robbery (Business),5.0
South West District,10,Robbery (Non-Business),60.0
South West District,10,Serious Assault (Family),93.0
South West District,10,Serious Assault (Non-Family),217.0
South West District,10,Sexual Assault,177.0
South West District,10,Stealing (Not Elsewhere Classified),3505.0
South West District,10,Stealing From Dwelling,0.0
South West District,10,Stealing From Motor Vehicle (Contents or Parts),0.0
South West District,10,Stealing From Other Premises or Place,0.0
South West District,10,Stealing From Retail Premises (Shoplift),0.0
South West District,10,Stealing as a Servant,26.0
South West District,10,Stealing of Motor Vehicle,258.0
South West District,10,Threatening Behaviour (Family),53.0
South West District,10,Threatening Behaviour (Non-Family),101.0
South West District,11,Assault Police Officer,41.0
South West District,11,Attempted / Conspiracy to Murder,2.0
South West District,11,Breach of Family Violence Restraint Order,326.0
South West District,11,Breach of Police Order,66.0
South West District,11,Breach of Violence Restraint Order,126.0
South West District,11,Burglary (Dwelling),1051.0
South West District,11,Burglary (Non-Dwelling),600.0
South West District,11,Cause Bushfire,4.0
South West District,11,Cause Damage by Fire,44.0
South West District,11,Common Assault (Family),356.0
South West District,11,Common Assault (Non-Family),446.0
South West District,11,Criminal Damage,197.0
South West District,11,Cultivate or Manufacture Drugs,168.0
South West District,11,Damage,2041.0
South West District,11,Deprivation of Liberty,4.0
South West District,11,Driving Causing Death,7.0
South West District,11,Drug Dealing,77.0
South West District,11,Drug Possession,587.0
South West District,11,Forgery,127.0
South West District,11,Fraud (Credit Card),0.0
South West District,11,Fraud (Not Elsewhere Classified),303.0
South West District,11,Graffiti,345.0
South West District,11,Kidnapping / Child Stealing,0.0
South West District,11,Manslaughter,0.0
South West District,11,Murder,1.0
South West District,11,Non-Assaultive Sexual Offences,42.0
South West District,11,Other Drug Offences,2.0
South West District,11,Other Fire Related Offences,1.0
South West District,11,Possess Stolen Property,71.0
South West District,11,Possess Weapon to Cause Fear (Family),11.0
South West District,11,Possess Weapon to Cause Fear (Non-Family),50.0
South West District,11,Possession of Drug Paraphernalia,430.0
South West District,11,Receiving Stolen Property,37.0
South West District,11,Regulated Weapons Offences,161.0
South West District,11,Robbery (Business),5.0
South West District,11,Robbery (Non-Business),42.0
South West District,11,Serious Assault (Family),101.0
South West District,11,Serious Assault (Non-Family),206.0
South West District,11,Sexual Assault,140.0
South West District,11,Stealing (Not Elsewhere Classified),4512.0
South West District,11,Stealing From Dwelling,0.0
South West District,11,Stealing From Motor Vehicle (Contents or Parts),0.0
South West District,11,Stealing From Other Premises or Place,0.0
South West District,11,Stealing From Retail Premises (Shoplift),0.0
South West District,11,Stealing as a Servant,19.0
South West District,11,Stealing of Motor Vehicle,268.0
South West District,11,Threatening Behaviour (Family),49.0
South West District,11,Threatening Behaviour (Non-Family),97.0
South West District,12,Assault Police Officer,58.0
South West District,12,Attempted / Conspiracy to Murder,1.0
South West District,12,Breach of Family Violence Restraint Order,306.0
South West District,12,Breach of Police Order,68.0
South West District,12,Breach of Violence Restraint Order,113.0
South West District,12,Burglary (Dwelling),1217.0
South West District,12,Burglary (Non-Dwelling),625.0
South West District,12,Cause Bushfire,17.0
South West District,12,Cause Damage by Fire,87.0
South West District,12,Common Assault (Family),463.0
South West District,12,Common Assault (Non-Family),399.0
South West District,12,Criminal Damage,260.0
South West District,12,Cultivate or Manufacture Drugs,167.0
South West District,12,Damage,1902.0
South West District,12,Deprivation of Liberty,17.0
South West District,12,Driving Causing Death,4.0
South West District,12,Drug Dealing,68.0
South West District,12,Drug Possession,715.0
South West District,12,Forgery,14.0
South West District,12,Fraud (Credit Card),0.0
South West District,12,Fraud (Not Elsewhere Classified),1451.0
South West District,12,Graffiti,165.0
South West District,12,Kidnapping / Child Stealing,0.0
South West District,12,Manslaughter,0.0
South West District,12,Murder,3.0
South West District,12,Non-Assaultive Sexual Offences,38.0
South West District,12,Other Drug Offences,5.0
South West District,12,Other Fire Related Offences,1.0
South West District,12,Possess Stolen Property,117.0
South West District,12,Possess Weapon to Cause Fear (Family),11.0
South West District,12,Possess Weapon to Cause Fear (Non-Family),56.0
South West District,12,Possession of Drug Paraphernalia,485.0
South West District,12,Receiving Stolen Property,53.0
South West District,12,Regulated Weapons Offences,170.0
South West District,12,Robbery (Business),13.0
South West District,12,Robbery (Non-Business),38.0
South West District,12,Serious Assault (Family),84.0
South West District,12,Serious Assault (Non-Family),188.0
South West District,12,Sexual Assault,226.0
South West District,12,Stealing (Not Elsewhere Classified),5091.0
South West District,12,Stealing From Dwelling,0.0
South West District,12,Stealing From Motor Vehicle (Contents or Parts),0.0
South West District,12,Stealing From Other Premises or Place,0.0
